"bearing_1","bearing_2","bearing_3","bearing_4","bearing_5","bearing_6"
-1,49.2,76.93,-1,114.23,147.22
328.99,-1,210.72,-1,-1,-1
-1,272.21,-1,251.39,-1,-1
334.1,313.61,325.76,285.88,275.37,243.66
-1,-1,192.95,234.25,182.35,-1
103.3,114.13,118.15,-1,-1,-1
-1,107.39,-1,133.95,129.94,-1
-1,113.75,119.76,-1,-1,-1
88.57,108.06,117.29,131.42,-1,-1
287.65,136.78,265.44,-1,-1,-1
287.55,-1,268.98,-1,235.43,-1
-1,136.81,137.65,-1,-1,-1
113.64,118.75,-1,-1,-1,-1
299.75,-1,264.39,-1,228.04,-1
163.13,121.47,168.57,-1,-1,-1
-1,205.35,-1,179.24,-1,-1
-1,-1,-1,-1,117.98,141.13
164.35,-1,122.31,-1,165.74,-1
283.21,-1,255.6,-1,229.12,-1
-1,-1,-1,193.87,154.5,-1
-1,131.22,129.26,-1,-1,-1
-1,119.75,120.26,-1,114.23,-1
49.17,269.34,77.92,101.22,115.24,-1
-1,-1,117.75,117.55,114.66,-1
-1,118.83,119.46,-1,-1,-1
287.82,276.86,-1,255.16,-1,-1
113.68,115.61,118.03,-1,-1,-1
-1,130.35,163.11,-1,-1,-1
-1,-1,-1,-1,114.11,148.43
112.41,146.28,139.27,-1,-1,-1
114.84,-1,137.29,-1,-1,-1
163.81,204.41,169.74,194.25,-1,-1
-1,-1,-1,189.13,159.48,178.42
-1,133.94,134.34,-1,-1,-1
107.33,146.48,-1,-1,-1,-1
156.24,163.16,129.04,-1,-1,-1
113.07,-1,138.44,189.64,-1,-1
-1,131.95,137.18,283.07,170.27,-1
-1,126.36,135.45,-1,-1,-1
158.49,100.7,-1,-1,-1,-1
83.52,169.72,156.38,103.28,-1,-1
157.27,-1,167.82,198.23,171.22,-1
-1,108.27,117.33,-1,-1,-1
85.67,105.09,108.88,-1,-1,-1
163.75,-1,115.8,198.67,169.68,155.61
-1,31.81,-1,101.29,-1,-1
162.13,38,-1,101.35,66.08,-1
49.3,32.99,76.41,138.19,-1,-1
48.47,32.56,77.88,-1,119.7,152.07
-1,339.85,7.18,-1,-1,-1
-1,-1,-1,195.74,167.13,-1
79.34,106.65,-1,-1,-1,-1
162.99,121.73,-1,-1,-1,-1
121.16,-1,117.52,-1,-1,-1
-1,205.1,-1,201.87,168.4,-1
-1,273.41,294.28,-1,-1,-1
112.5,115.27,-1,-1,-1,-1
295.31,-1,263.31,-1,-1,-1
292.99,-1,255.45,-1,233.75,-1
107.04,110.31,112.71,-1,-1,-1
104.7,115.83,119.39,101.66,-1,-1
-1,119.3,120.08,-1,-1,-1
-1,311.34,-1,286.8,-1,-1
-1,-1,-1,110.03,107.33,-1
8.06,338.06,6.69,300.09,-1,-1
292.53,283.69,283.55,272.19,-1,-1
-1,204.68,163.21,195.3,165.77,-1
47.76,31.59,74.18,103.57,-1,-1
-1,284.8,-1,267.77,264.67,-1
47.95,30.79,76.65,100.37,115.47,151.51
-1,270.43,-1,252.04,233.59,-1
-1,274.31,-1,254.32,231.89,-1
-1,270.74,269.17,-1,231.29,-1
289.53,-1,284.39,-1,-1,-1
46.54,299.13,74.26,100.46,115.51,92.69
146.99,277.54,-1,-1,-1,-1
-1,209.18,13.13,197.42,165.89,154.31
-1,-1,6.31,-1,285.13,-1
114.82,116.5,-1,-1,-1,-1
-1,319.16,-1,287.27,-1,-1
-1,116.35,119.55,113.77,113.63,-1
118.05,127.41,-1,-1,-1,-1
45.96,29.3,73.07,100.38,115.7,152.8
-1,203.49,210.29,-1,-1,-1
292.25,-1,294.13,-1,278.8,-1
-1,95.3,107.86,-1,-1,-1
92.23,101.97,109.1,-1,-1,-1
117.59,129.34,126.9,-1,135.27,-1
-1,27.97,259.73,-1,130.07,-1
45.73,27.67,-1,141.7,114.36,-1
106.82,115.44,118.74,261.12,232.64,-1
45.62,27.37,72.53,-1,-1,-1
79.45,97.44,113.84,-1,-1,-1
-1,-1,112.32,139.35,132.53,160.7
-1,27.41,72.2,-1,-1,-1
-1,112.85,-1,102.1,-1,-1
289.73,-1,280.32,-1,265.73,-1
324.1,-1,276.49,-1,-1,-1
-1,-1,232.21,-1,198.44,-1
291.82,269.06,282.57,-1,263.32,-1
290.83,-1,274.2,-1,-1,-1
319.77,-1,312.35,-1,-1,-1
-1,286.71,-1,278.84,-1,-1
-1,22.87,75.53,99.26,116.11,-1
-1,281.45,-1,242.33,193.02,194.99
157.7,214.56,31.12,200.37,169.29,-1
161.5,207.2,169.77,198.46,-1,-1
115.91,138.81,-1,-1,-1,-1
-1,-1,-1,-1,282.17,284.31
-1,-1,-1,238.68,235.76,-1
-1,135.05,138.63,-1,-1,-1
-1,275.76,240.82,254.39,232.8,-1
283.98,-1,259.14,-1,64.87,-1
108.98,117.89,-1,-1,-1,-1
-1,301.96,310.69,284.47,284.02,-1
37.06,303.12,312.62,281.67,-1,-1
-1,92.78,-1,140.92,-1,-1
2.51,-1,32.77,297.14,134.96,-1
-1,-1,357.31,-1,64.82,188.38
144.43,203.01,164.68,196.05,-1,-1
-1,150.19,139.9,158.94,151.85,-1
308.24,-1,305.45,161.03,173.44,-1
44.52,19.59,69.71,97.28,116.25,-1
-1,296.77,-1,276.5,-1,-1
107.46,114.61,118.62,-1,-1,-1
-1,-1,-1,-1,284.91,286.7
-1,-1,-1,-1,243.25,230.69
160.82,216.08,-1,204.48,-1,-1
-1,-1,270.98,-1,243.47,-1
-1,-1,225.96,-1,171.44,-1
330.36,-1,225.57,242.48,190.76,-1
-1,-1,112.11,-1,108.08,-1
136.55,135.75,305.34,100.79,-1,-1
159.23,199.33,-1,-1,-1,-1
315.23,298.82,306.27,275.27,64.19,-1
317.29,299.25,44.67,277.4,270.45,-1
-1,-1,304.39,-1,266.82,-1
-1,14.06,-1,96.22,-1,-1
168.66,208.8,359.15,286.28,282.14,227.79
344.14,314.09,-1,-1,-1,-1
-1,282.45,-1,199.35,-1,-1
-1,281.91,-1,245.45,-1,-1
0.51,-1,355.03,-1,-1,-1
312.11,298.87,305.32,275.18,270.98,-1
-1,109.44,235.79,241.29,-1,-1
-1,282.56,-1,245.46,-1,-1
-1,-1,172.58,245.4,197.86,-1
-1,280.27,355.03,203.05,-1,-1
2.35,-1,355.12,295.69,-1,-1
291.23,-1,292.82,-1,-1,-1
-1,-1,-1,105.12,111.76,129.1
-1,-1,62.86,94.3,112.7,-1
39.3,-1,62.13,-1,-1,-1
296.42,-1,273.42,261.02,64.64,-1
352.52,315.14,338.26,275.87,226.42,124.76
353.14,-1,332.45,-1,233.57,-1
-1,301.76,-1,282.49,-1,-1
311.51,-1,302.1,-1,271.77,-1
-1,-1,303.88,278.93,-1,-1
-1,114.74,120.92,109.25,-1,-1
351.56,-1,326.33,-1,228.46,-1
-1,-1,304.51,278.72,-1,-1
112.18,118.75,-1,-1,-1,-1
-1,114.92,120.18,-1,-1,-1
343.92,-1,331.32,-1,281.96,231.18
-1,-1,330.34,-1,284.35,-1
-1,314.34,-1,287.81,282.69,-1
350.53,312.89,338.46,275.76,-1,-1
351.3,10.69,11.6,289.6,281.48,267.32
-1,115.96,115.02,-1,-1,-1
-1,315.59,331.05,-1,283.69,-1
349.58,293.89,-1,276.15,-1,-1
-1,-1,314.51,285.74,-1,-1
312.84,-1,311.54,-1,282.49,75.75
-1,315.94,-1,286.62,-1,-1
37.56,13.53,-1,90.57,115.41,-1
287.85,-1,284.08,-1,-1,-1
290.79,-1,274.38,261.11,-1,-1
298.52,274.16,276.67,261.92,-1,-1
-1,278.03,-1,248.06,-1,-1
37.33,12.5,61.68,-1,115.42,-1
-1,323.53,-1,287.61,-1,-1
359.66,328.03,351.18,-1,-1,-1
-1,-1,276.76,258.67,-1,-1
-1,282.31,303.23,-1,274.27,-1
-1,297.72,-1,279.53,-1,-1
-1,298.72,-1,276.22,-1,-1
341.04,315.82,330.92,287.18,285.14,234.4
348.06,-1,335.1,-1,234.45,-1
290.88,-1,270.16,119.69,-1,-1
91.15,96.25,305.62,-1,269.91,-1
-1,101.18,111.01,-1,-1,-1
294.09,303.8,61.85,83.13,-1,-1
-1,115.46,119.18,149.35,-1,-1
75.25,95.11,-1,-1,-1,-1
-1,-1,-1,-1,241.78,239.28
-1,-1,-1,150.69,138.3,-1
73.16,94.33,114.52,151.45,-1,-1
73.66,95.98,116.47,-1,-1,-1
-1,101.71,106.44,-1,-1,-1
312.29,279.7,244.47,-1,203.55,-1
-1,-1,274.78,-1,240.1,-1
-1,-1,-1,-1,243.21,233.74
34.9,-1,57.88,73.78,115.3,-1
-1,114.75,117.49,-1,-1,-1
-1,221.01,184.03,209.81,178.78,-1
82.18,97.1,-1,-1,-1,-1
-1,208.49,170.04,-1,-1,-1
34.76,5.94,55.46,236.4,114.88,-1
-1,-1,-1,-1,281.32,208.54
330.97,310.5,330.78,274.95,-1,-1
305.82,313.18,341,286.64,263.61,-1
-1,-1,-1,211.2,184.18,-1
196.89,224.15,-1,211.4,-1,-1
339.52,303.05,175.92,286.98,-1,-1
-1,280.52,330.15,-1,188.27,-1
-1,310.08,-1,275.74,-1,-1
311.38,299.07,303.09,278.07,-1,-1
-1,294.65,-1,278.64,-1,-1
345.62,277.44,330.68,-1,241.75,-1
177.16,-1,176.41,-1,328.68,-1
-1,324.65,-1,290.76,-1,-1
-1,326.11,176.36,-1,-1,-1
-1,276.3,208.3,-1,238.51,-1
157.22,217.11,176.2,-1,-1,-1
164.4,217.14,170.14,-1,-1,-1
135.24,111.4,118.84,109.61,112.28,-1
178.72,-1,178.16,-1,-1,-1
-1,313,-1,134,-1,-1
-1,-1,107.18,-1,117.58,-1
111.67,119.82,120.09,-1,-1,-1
101.16,-1,119.53,-1,-1,-1
326.71,119.72,117.45,-1,-1,-1
-1,-1,-1,208.7,176.19,273.55
344.31,-1,329.61,288.33,-1,-1
-1,-1,311.19,-1,282.01,-1
109.73,123.01,-1,-1,-1,-1
293.31,4.31,-1,-1,-1,-1
314.88,298.86,346.44,285.36,346.85,206.97
357.23,325.96,-1,-1,-1,-1
-1,308.94,180.01,275.72,-1,-1
-1,-1,304.44,-1,286.58,-1
65.22,-1,308.84,-1,269.46,-1
-1,304.63,-1,283.84,-1,-1
161.33,218.41,170.27,283.86,-1,-1
-1,-1,-1,-1,293.66,208.07
353.13,-1,339.84,-1,171.17,-1
-1,96.52,-1,115.21,-1,-1
-1,-1,304.99,114.58,-1,-1
327.39,312.69,328.85,275.78,244.25,238.75
326.67,314.79,307.78,-1,247.38,-1
321.61,283.03,256.46,-1,-1,-1
342.71,299.3,5.56,258.59,-1,-1
32.81,3.37,52.32,-1,115.03,159.56
354.45,323.42,-1,285.87,173.48,-1
199.7,225.01,187.04,207.22,-1,-1
337.72,311.26,327.2,287.7,-1,-1
168.83,-1,267.28,-1,-1,-1
-1,217.8,181.73,199.95,-1,-1
311.13,-1,309.92,-1,282.75,273.19
-1,1.76,-1,26.07,-1,-1
-1,-1,-1,212.03,183.55,-1
354.03,323.2,-1,130.88,-1,-1
310.88,-1,298.43,-1,265.37,-1
297.17,-1,290.49,-1,279.67,288.31
164.41,221.18,173.05,214.99,184.4,-1
296.62,-1,287.36,-1,-1,-1
185.86,-1,179.85,210.45,-1,-1
245.44,-1,208.61,-1,-1,-1
-1,-1,301.6,-1,281.12,-1
-1,294.12,-1,277.38,-1,-1
314.1,-1,323.56,-1,281.52,-1
108.63,114.1,116.84,-1,63.81,-1
-1,-1,126.29,-1,115.86,-1
314.28,296.75,301.54,277.6,-1,-1
-1,112.64,117.84,122.91,-1,-1
309.86,-1,302.1,280.47,-1,-1
337.97,308.1,324.44,-1,249.95,-1
332.02,310.17,325.83,287.23,272.33,245.38
320.35,282.71,261.51,250.79,210.89,-1
-1,-1,-1,252.63,215.9,-1
-1,358.53,48.71,-1,-1,-1
319.69,283.8,262.2,250.19,210.08,-1
-1,116.46,118.02,118.94,-1,-1
320.73,-1,261.76,249.81,64.77,203.3
-1,282.43,-1,250.33,250.16,-1
320.74,-1,293.12,-1,209.37,-1
352.88,308.64,-1,275.95,-1,-1
318.86,283.39,262.64,-1,-1,-1
245.37,-1,212.92,226.83,-1,-1
320.21,282.72,262.58,250.41,-1,-1
313.72,-1,298.19,-1,272.98,-1
333.77,314.86,324.71,287.47,-1,-1
338.63,-1,323.47,-1,250.17,245.2
336.77,313.67,-1,-1,-1,-1
-1,112.33,114.85,107.81,111.49,-1
-1,-1,-1,118.33,125.15,-1
103.56,113.84,-1,103.85,-1,-1
27.88,-1,57.03,-1,114.36,-1
29.91,354.98,46.98,313.72,114.81,160.55
28.12,356.56,44.8,-1,-1,-1
-1,-1,220.27,-1,251.75,-1
339.99,-1,322.14,-1,-1,-1
105.24,115.24,119.73,-1,-1,-1
247.28,246.83,-1,233.1,-1,-1
-1,-1,102.74,105.71,106.47,-1
286.77,305.97,321.09,276.41,253.06,-1
-1,299.76,-1,278.38,-1,-1
333.42,247.42,322.4,-1,286.03,249.9
247.42,-1,211.91,-1,-1,-1
-1,311.38,-1,284.27,-1,-1
-1,-1,-1,274.58,139.03,-1
-1,-1,108.02,113.46,122.18,-1
-1,296.37,-1,278.32,-1,-1
329.36,310.94,318.17,287.57,269.69,-1
-1,292.19,-1,275,-1,-1
88,181.96,108.18,211.81,-1,-1
-1,-1,-1,114.12,146.43,-1
-1,-1,-1,103.09,104.38,124.28
-1,282.3,-1,278.28,-1,-1
312.04,116.42,316.54,-1,254.04,-1
-1,305.02,-1,275.73,63.42,-1
-1,-1,118.54,121.01,124.16,-1
338.13,305.89,-1,275.94,-1,-1
104.07,118.59,142.95,-1,-1,-1
-1,284.08,-1,252.08,214.86,207.84
-1,282.67,263.33,-1,215.79,-1
340.55,319.65,334,287.54,-1,-1
-1,-1,336.4,-1,256.58,225.5
-1,-1,306.14,-1,280.91,-1
-1,306.1,319.77,275.85,-1,-1
113.04,-1,116.15,109.48,112.02,-1
23.68,351.56,39.57,-1,114.2,161.91
334.84,111.67,348.93,268.6,124.24,-1
-1,305.88,112.15,-1,286.43,223.21
83.05,94.23,-1,-1,-1,-1
110.99,117.63,117.96,-1,-1,-1
-1,-1,-1,-1,121.82,140.85
105.23,95.68,110.8,103.86,-1,-1
-1,349.08,41.19,303.71,115.74,-1
23.88,-1,39.44,-1,-1,-1
-1,320.4,333.37,289.21,286.13,-1
-1,307.18,319.71,276.64,259.03,225.53
340.43,146.17,142.85,-1,-1,-1
-1,-1,-1,-1,283.16,278.29
-1,310.74,321.44,285.67,284,-1
-1,196.52,147.99,-1,-1,-1
-1,-1,-1,-1,141.23,172.73
-1,284.52,-1,255.93,-1,-1
128,156.22,146.04,253.52,218.11,211.4
307.82,-1,264.51,-1,-1,-1
-1,148.86,146.43,-1,-1,-1
-1,-1,-1,174.7,155.71,-1
-1,-1,-1,111.52,115.4,136.82
107.02,153.05,143.67,114.12,-1,-1
120.79,168.25,146.3,176.33,155.46,-1
-1,-1,140.3,177.3,154.66,133.05
-1,-1,145.71,175.44,156.4,-1
-1,-1,-1,-1,120.07,144.71
131.35,151.36,141.8,-1,-1,-1
330.15,-1,316.34,-1,285.66,257.1
112.56,120.9,120.32,-1,-1,-1
-1,-1,-1,145.54,141.42,-1
-1,307.13,-1,286.12,-1,-1
-1,298.42,-1,283.08,-1,-1
-1,350.29,-1,299.6,-1,-1
22.1,348.18,35.71,-1,150.57,-1
-1,-1,333.42,287.6,286.34,229.9
-1,139.29,135.33,-1,-1,-1
-1,-1,186.74,221.52,63.14,-1
310.55,-1,306.85,-1,285.42,288.09
-1,114.13,117.8,114.1,-1,-1
-1,-1,142.02,148.02,142.38,-1
-1,-1,107.59,-1,67.49,148.84
-1,-1,-1,-1,275.25,162.71
308.71,294.32,-1,280.49,-1,-1
-1,295.04,-1,278.71,-1,-1
-1,-1,-1,-1,269.85,278.99
310.38,-1,304.73,286.22,283.86,-1
311.12,297.15,303.08,278.97,275,261.35
-1,235.82,188.94,216.01,-1,-1
119.04,175.12,-1,175.33,154.23,-1
-1,310.04,-1,285.13,-1,-1
-1,148.26,143.56,-1,-1,-1
343.39,317.28,332.14,286.85,284.5,166.76
-1,151.81,145.2,153.57,-1,-1
323.88,-1,308.13,-1,-1,-1
-1,-1,-1,115.17,121.39,147.97
122.55,174.35,148.46,-1,119.04,-1
-1,236.12,191.93,-1,-1,-1
314.86,-1,304.6,-1,273.7,258.37
-1,112.61,114.23,108.59,-1,-1
122.27,174.66,148.49,176.62,157.27,172.01
107.48,116.31,-1,-1,-1,-1
-1,173.89,148.95,177.29,155.29,-1
310.2,-1,306.3,-1,258.84,279.11
13.17,343.25,32.15,292.81,119.57,-1
-1,-1,103.86,115.63,121.95,148.51
304.26,295.92,-1,272.59,122.3,-1
-1,-1,16.59,254.69,218.5,-1
310.63,283.26,267.56,-1,223.17,-1
-1,175.33,163.12,-1,285.52,-1
340.86,-1,330.33,-1,284.96,230.98
328.61,307.79,318.48,286.12,-1,-1
331.5,308.58,319.14,-1,283.78,252.5
285.4,-1,327.48,285.07,283.81,-1
-1,-1,303.67,280.23,-1,-1
330.42,237.06,187.02,276.14,-1,-1
-1,303.92,225.18,-1,-1,-1
327.88,-1,319.63,-1,-1,-1
18.04,-1,29.49,297.3,115.39,168.33
-1,350.75,28.36,-1,116.67,-1
296.16,-1,309.94,283.63,-1,-1
-1,-1,304.59,-1,254.03,-1
223.44,238.26,223.48,-1,-1,-1
314.88,301.03,305.7,-1,287.5,279.62
328.08,310.44,315.87,-1,285.29,258.63
311.41,293.71,305.83,278.63,-1,-1
-1,228.18,105.33,-1,120.59,148.33
-1,-1,274.04,-1,223.26,-1
298.35,-1,284.79,-1,-1,-1
-1,-1,194.61,220.19,-1,-1
107.07,113.46,118.96,-1,-1,-1
331.01,304.17,278.89,285.32,283.32,258.98
309.56,-1,105.32,115.84,-1,-1
339.86,-1,330.23,289.4,283.43,235.91
228.26,-1,196.71,223.01,-1,-1
-1,92.32,-1,117.11,-1,-1
212.94,233.87,184.84,219.01,184.08,-1
-1,246.23,132.19,224.43,120.29,-1
-1,-1,-1,123.21,124.75,-1
-1,243.76,201.95,-1,-1,-1
-1,-1,-1,-1,122.07,143.32
-1,-1,303.62,-1,266.45,-1
225.25,-1,195.29,221.79,-1,-1
221.62,-1,294.7,287.23,285.6,-1
227.34,258.11,-1,221.43,213.14,194.03
310.43,-1,302.44,-1,-1,-1
-1,244.95,199.07,-1,-1,-1
-1,236.66,185.82,-1,-1,-1
-1,-1,-1,153.4,190.58,-1
-1,307.59,-1,284.74,-1,-1
-1,-1,118.22,122.17,-1,-1
-1,-1,-1,-1,271.05,264.94
306.89,-1,301.48,-1,-1,-1
227.01,-1,188.65,-1,-1,-1
-1,240.56,198.17,224.89,192.53,-1
0.87,-1,127.24,-1,-1,-1
-1,240.35,198.03,-1,192.59,-1
237.94,-1,199.28,217.12,63.04,-1
240.43,244.43,199.66,-1,-1,-1
328.33,-1,316.47,-1,285.59,259.75
230.23,241.22,200.42,-1,-1,-1
-1,-1,-1,192.1,146.02,-1
210.23,-1,196.25,-1,-1,-1
238.66,-1,201.35,-1,-1,-1
217.3,236.21,-1,219.29,-1,-1
-1,-1,134.39,196.58,-1,-1
304.31,-1,301.32,231.41,275.47,266.24
327.92,301.77,313.31,187.12,264.49,-1
312.65,299.61,306.3,-1,286.97,74.67
235.26,88.24,103.49,-1,-1,-1
327.93,301.33,303.04,288.33,284.71,-1
-1,115.09,118.65,-1,-1,-1
339.44,314.59,329.6,285.55,282.44,-1
-1,116.91,121.33,-1,-1,-1
294.26,280.64,268.5,132.12,-1,-1
309.01,33.28,274.93,256.75,-1,-1
307.73,287.11,272.12,-1,226.31,-1
60.35,-1,99.31,-1,128.38,-1
327.12,-1,317.65,286.24,-1,-1
308.44,-1,271.69,-1,63.51,-1
-1,-1,110.04,10.83,-1,-1
-1,-1,104.58,116.02,120.13,-1
-1,241.36,180.47,115.58,-1,-1
110.03,114.16,185.62,225.1,193.79,-1
204.67,-1,176.5,214.4,-1,-1
-1,-1,90.16,116.46,123.86,-1
66.11,59.23,101.61,134.49,-1,-1
-1,-1,193.46,-1,126.8,-1
106.91,113.82,117.75,-1,-1,-1
-1,-1,20.06,-1,116.53,-1
17.21,339.36,285.55,294.31,88.17,187.04
229.24,239.38,195.49,223.57,191.65,-1
152.4,190.1,158.88,-1,-1,-1
238.24,-1,201.91,-1,-1,-1
-1,-1,201.27,226.48,-1,-1
-1,-1,-1,-1,248.31,265.13
-1,280.53,269.59,-1,230.3,-1
327.3,308.55,276.47,274.59,-1,-1
-1,-1,199.11,223.58,-1,-1
-1,118.93,123.71,-1,-1,-1
13.63,338.81,18.13,295.03,115.68,171.3
-1,313.25,327.16,288.01,282.29,-1
239.52,302.59,-1,278.02,-1,-1
-1,236.85,190.43,-1,-1,-1
238.9,-1,199.17,198.4,-1,-1
-1,-1,114.31,136.88,-1,-1
26.25,99.35,24.15,18.11,38.64,-1
326.2,-1,315.21,286.74,-1,-1
-1,-1,318.55,-1,282.86,262.56
12.2,337.39,17.53,293.9,117.23,171.95
223.06,238.56,189.16,-1,-1,-1
-1,-1,18.05,16.7,284.38,241.05
12.49,-1,17.92,-1,-1,-1
-1,299.75,-1,283.14,269.59,-1
309.69,295.56,302.91,280.91,37.88,-1
-1,9.96,305.76,16.37,62.54,-1
232.78,116.79,114.26,-1,-1,-1
337.96,317.03,326.03,287.42,284.06,234.67
-1,337.87,-1,292.62,-1,-1
-1,310.75,-1,286.58,-1,-1
-1,-1,199.93,-1,194.37,76.11
203.44,-1,309.73,-1,-1,-1
-1,-1,-1,257.91,229.27,198.9
31.34,296.27,21.75,17.78,38.45,-1
312.7,-1,308.73,-1,-1,-1
336.7,315.3,324.43,309.21,283.74,-1
-1,-1,20.66,-1,38.62,100.33
-1,242.06,197.58,-1,-1,-1
12.79,335.8,323.53,292.1,135.68,175.87
324.57,-1,307.68,-1,-1,-1
310,299.4,306.64,284.32,-1,-1
336.37,312.37,326.23,285.8,-1,-1
-1,150.46,144.93,-1,-1,-1
-1,243.23,201.48,-1,-1,-1
-1,142.56,139.95,-1,-1,-1
-1,240.03,197.12,-1,-1,-1
-1,-1,145.06,162.92,149.87,-1
324.78,-1,310.79,-1,269.89,242.7
-1,-1,-1,-1,126.73,157.55
-1,312.58,-1,285.71,-1,-1
334.43,312.8,-1,-1,-1,-1
336.33,-1,278.23,-1,-1,-1
-1,-1,278.76,269.45,-1,-1
134.62,160.01,149.34,-1,-1,-1
229.52,-1,324.74,-1,278.74,244.26
325.34,311.75,-1,-1,-1,-1
-1,309.6,-1,288.78,-1,-1
238.52,50.63,-1,-1,-1,-1
-1,49.46,91.44,-1,-1,-1
231.28,241.42,194.98,221.21,-1,-1
-1,-1,-1,225.99,172.1,-1
-1,53.04,14.31,293.02,121.59,177.06
287.62,295.24,308.86,273.79,-1,-1
-1,331.37,186.77,213.11,-1,-1
76.72,85.74,104.98,-1,-1,-1
71.97,82.65,104.82,-1,62.42,-1
156.29,235.82,123.94,223.88,194.03,-1
-1,241.68,194.5,-1,-1,-1
238.55,-1,205.36,-1,-1,-1
-1,-1,320.45,256.5,281.6,-1
231.82,-1,95.04,-1,-1,-1
-1,-1,-1,223.84,192.68,-1
233.56,48.72,193.07,138.39,-1,-1
-1,157.38,146.55,163.03,152.77,-1
240.3,-1,204.23,223.4,184.97,-1
291.58,-1,285.21,-1,-1,-1
-1,243.97,195.29,-1,107.15,201.62
-1,-1,-1,-1,191.09,125.52
-1,253.52,221.45,-1,128.21,159.56
126.34,158.11,146.37,-1,149.87,-1
-1,155.8,145.32,-1,148.44,-1
73.71,-1,102.79,119.11,63.26,-1
243.52,240.22,189.05,-1,-1,-1
-1,-1,-1,228.94,192.01,-1
132.51,158.34,-1,-1,-1,-1
-1,-1,146.66,156,154.24,-1
-1,158.32,148.13,-1,-1,-1
-1,309.14,30.02,285.33,-1,-1
8.8,-1,8.89,291.37,125.83,-1
283.12,-1,284.68,-1,-1,-1
-1,245.74,201.96,-1,-1,-1
242.57,-1,206.66,-1,-1,-1
-1,311.52,323.7,236.91,62.67,-1
340.12,313.12,321.31,287.79,-1,-1
241.39,230.09,-1,-1,-1,-1
9.62,334.05,-1,290.42,-1,-1
-1,197.63,168.64,-1,-1,-1
107.84,114.08,112.88,-1,284.63,-1
-1,-1,101.99,117.49,120.62,-1
244.66,-1,206.97,226.44,-1,-1
-1,-1,110.91,-1,107.88,121.44
-1,308.55,-1,283.43,-1,-1
136.02,161.43,148.31,-1,-1,-1
107.46,113.45,-1,-1,-1,-1
108.39,-1,111.92,-1,-1,-1
-1,-1,-1,113.79,117.07,-1
128.66,120.94,124.81,-1,-1,-1
110.4,-1,274.26,-1,-1,-1
-1,-1,-1,226.05,192.14,197.67
113.59,115.85,-1,-1,-1,-1
218.22,-1,303.81,-1,-1,-1
311.23,-1,302.03,-1,276.04,-1
-1,243.29,-1,229.69,198.48,-1
312.36,-1,303.06,-1,272.09,-1
-1,-1,-1,128.12,128.56,-1
107.51,107.98,-1,101.3,107.48,-1
-1,-1,-1,-1,123.22,151.61
4.7,329.44,-1,289.65,125.75,-1
243.41,242.95,-1,230.2,200.15,-1
-1,-1,-1,118.89,121.89,-1
-1,121.57,121.33,-1,-1,-1
241.75,245.02,209.51,-1,196.51,-1
130.07,177.02,-1,-1,-1,-1
-1,-1,199.89,226.1,-1,-1
-1,330.09,-1,289.99,149.24,-1
-1,246.99,208.46,-1,199,-1
68.26,-1,102.2,120.26,121.37,-1
-1,164.98,151.33,-1,-1,-1
-1,160.04,149.68,164.46,142.43,-1
-1,-1,273.47,-1,251.2,-1
-1,162.58,151.3,-1,-1,-1
-1,-1,-1,179.81,154.85,-1
127.14,180.3,-1,-1,-1,-1
-1,278.82,276.87,253.69,234.13,-1
262.17,299.49,308.74,123.22,272.78,-1
67.53,74.91,103.04,119.14,-1,-1
-1,-1,201.29,228.97,-1,-1
-1,-1,99.36,118.55,123.92,-1
-1,-1,101.3,120.85,123.45,-1
130.15,179.29,-1,-1,-1,-1
-1,-1,99.92,120.18,122.75,-1
307.71,292.31,-1,276.59,-1,-1
-1,175.08,149.39,-1,-1,-1
-1,109.25,-1,116.14,-1,-1
245.41,-1,212.51,231.73,-1,-1
319.04,-1,307.94,-1,272.88,249.73
-1,118.98,127.59,111.41,-1,-1
-1,153.91,151.47,165.96,-1,-1
-1,-1,109.48,-1,104.3,-1
310.75,-1,309.04,-1,-1,-1
327.94,-1,316.95,-1,-1,-1
306.65,-1,283.04,-1,238.06,-1
-1,-1,276.22,-1,236.26,-1
-1,118.57,124.7,-1,-1,-1
-1,286.74,-1,261.04,-1,-1
-1,-1,352.97,287.14,-1,-1
115.31,118.78,-1,-1,-1,-1
1.77,-1,356.24,-1,218.2,-1
-1,-1,-1,283.98,286.34,-1
330.95,-1,317.26,-1,283.5,254.75
-1,-1,-1,287.95,280.97,-1
249.02,242.98,-1,232.32,-1,-1
-1,-1,318.39,-1,271.64,-1
-1,-1,-1,109.15,155.98,73.67
-1,256.32,205.48,-1,-1,-1
106.76,-1,119.85,-1,-1,-1
247.06,-1,213.4,230.34,-1,-1
-1,-1,118.85,-1,114.69,-1
312.41,327.33,353.33,288.06,239.97,193.22
-1,244.97,-1,232.77,-1,-1
329.49,-1,316.43,-1,-1,-1
-1,326.51,-1,287.21,242.94,-1
-1,-1,119.74,112.77,-1,-1
-1,284.21,-1,262.67,237.16,229.46
297.83,-1,277.18,-1,239.76,-1
-1,116.55,114.55,-1,-1,-1
-1,-1,-1,110.28,119.73,-1
358.08,-1,351.29,-1,-1,-1
215.42,325.12,-1,287.64,-1,-1
-1,-1,351.08,-1,248.64,-1
318.5,-1,312.46,-1,-1,-1
-1,-1,-1,-1,125.32,157.68
306.42,-1,299.23,-1,275.08,-1
